Lead_ID,City,Course_Interest,Lead_Source,Date
L03558,Chennai,AI/ML,Campus Drive,2025/06/05
L03559,Kolkata,Data Analytics,Instagram,2025/06/14
L03560,Kolkata,Data Science,Email Campaign,07-01-2025
L03561,Kolkata,,Email Campaign,2025/06/14
L03562,Kolkata,,Website,2025/02/25
L03563,Pune,AI ml,Instagram,2025/03/06
L03564,Mumbai,data science,Referral,2025/02/16
L03565,,,Instagram,2025/05/28
L03566,Pune,AI/ML,Website,19-01-2025
L03567,Mumbai,AI/ML,Linkedin,2025/06/06
L03568,Delhi,Data Science,,2025/05/26
L03569,Hyderabad,AI/ML,Website,2025/06/12
L03570,Delhi,data science,,20-06-2025
L03571,Mumbai,,instagram,2025/05/06
L03572,Chennai,data science,Linkedin,19-05-2025
L03573,,AI ml,Email Campaign,2025/02/18
L03574,,Data Science,Referral,2025/04/23
L03575,Ahmedabad,Data Science,Linkedin,2025/02/07
L03576,Kolkata,,LinkedIn,2025/03/05
L03577,Bangalore,Business Analytics,instagram,2025/03/10
L03578,,,Instagram,2025/05/16
L03579,,Data Science,instagram,2025/06/11
L03580,Delhi,Business Analytics,Email Campaign,2025/06/25
L03581,Kolkata,,Campus Drive,2025/04/26
L03582,Hyderabad,,Website,2025/03/06
L03583,Mumbai,Business Analytics,,2025/01/31
L03584,Kolkata,Business Analytics,Email Campaign,2025/05/12
L03585,Bangalore,Data Analytics,Email Campaign,23-04-2025
L03586,Bangalore,data science,Instagram,2025/04/19
L03587,Mumbai,AI ml,Referral,27-06-2025
L03588,,Business Analytics,instagram,2025/03/10
L03589,Kolkata,AI/ML,Campus Drive,2025/06/07
L03590,Bangalore,Business Analytics,LinkedIn,2025/04/30
L03591,Mumbai,Data Science,,2025/03/29
L03592,Ahmedabad,AI ml,Email Campaign,2025/03/08
L03593,Ahmedabad,Business Analytics,,2025/03/16
L03594,Pune,,Linkedin,2025/02/14
L03595,Kolkata,AI/ML,Instagram,2025/01/04
L03596,,AI ml,LinkedIn,2025/06/03
L03597,Mumbai,AI ml,LinkedIn,2025/06/04
L03598,,Business Analytics,LinkedIn,2025/06/23
L03599,Hyderabad,AI/ML,Campus Drive,2025/04/17
L03600,Bangalore,data science,instagram,2025/02/20
L03601,Chennai,AI ml,instagram,2025/02/19
L03602,Kolkata,AI ml,Instagram,2025/01/06
L03603,Bangalore,Data Analytics,Linkedin,2025/02/28
L03604,Pune,AI/ML,Campus Drive,05-05-2025
L03605,Mumbai,,Linkedin,2025/05/23
L03606,,Data Analytics,,2025/01/30
L03607,Bangalore,Business Analytics,instagram,2025/06/19
L03608,Chennai,data science,Website,2025/05/02
L03609,Hyderabad,AI ml,Website,
L03610,Mumbai,data science,Referral,2025/05/05
L03611,Mumbai,AI ml,instagram,2025/02/06
L03612,,data science,instagram,2025/06/19
L03613,Pune,AI/ML,,2025/05/04
L03614,Mumbai,Data Analytics,Instagram,2025/04/11
L03615,,Business Analytics,Website,2025/02/04
L03616,Mumbai,data science,Instagram,2025/03/28
L03617,,data science,Email Campaign,2025/05/14
L03618,Pune,data science,instagram,2025/01/18
L03619,Kolkata,data science,LinkedIn,2025/04/23
L03620,Delhi,Business Analytics,,2025/01/29
L03621,Kolkata,AI/ML,Referral,2025/03/18
L03622,Ahmedabad,data science,Website,2025/02/28
L03623,,data science,instagram,2025/06/24
L03624,Mumbai,AI/ML,instagram,2025/05/06
L03625,Pune,Data Analytics,Instagram,2025/05/25
L03626,Kolkata,AI/ML,Email Campaign,2025/04/19
L03627,Kolkata,Business Analytics,Website,2025/01/22
L03628,Ahmedabad,,instagram,2025/03/09
L03629,Kolkata,AI ml,Referral,2025/03/10
L03630,,Data Analytics,Campus Drive,2025/06/14
L03631,Kolkata,,instagram,2025/02/18
L03632,,data science,instagram,2025/05/21
L03633,Ahmedabad,,Linkedin,2025/06/11
L03634,Pune,Business Analytics,Referral,2025/04/19
L03635,Pune,,Campus Drive,2025/03/27
L03636,Kolkata,Data Science,Instagram,
L03637,,Data Analytics,Campus Drive,2025/02/22
L03638,,Business Analytics,Instagram,2025/05/03
L03639,Hyderabad,AI/ML,instagram,2025/03/28
L03640,Bangalore,AI ml,Email Campaign,2025/06/28
L03641,,Business Analytics,instagram,
L03642,Hyderabad,AI/ML,Linkedin,11-05-2025
L03643,Bangalore,Business Analytics,Email Campaign,2025/02/11
L03644,Delhi,Data Science,LinkedIn,2025/04/08
L03645,Chennai,Data Analytics,LinkedIn,2025/06/09
L03646,Bangalore,data science,,2025/04/19
L03647,Chennai,data science,Email Campaign,2025/02/20
L03648,Ahmedabad,,Email Campaign,2025/03/26
L03649,Kolkata,AI ml,Instagram,2025/06/23
L03650,Bangalore,Business Analytics,Linkedin,2025/05/07
L03651,,Data Analytics,Linkedin,
L03652,,Data Analytics,Campus Drive,2025/01/21
L03653,Delhi,Data Analytics,instagram,2025/02/13
L03654,Pune,Data Analytics,,2025/05/19
L03655,Hyderabad,Data Analytics,Instagram,2025/04/13
L03656,Kolkata,AI ml,Referral,2025/03/09
L03657,Hyderabad,,Linkedin,2025/05/09
L03658,Hyderabad,data science,instagram,2025/04/02
L03659,Mumbai,,Campus Drive,24-01-2025
L03660,Hyderabad,Business Analytics,Website,2025/05/05
L03661,Hyderabad,data science,Instagram,2025/05/21
L03662,Mumbai,data science,Website,2025/04/21
L03663,Mumbai,AI/ML,LinkedIn,2025/04/08
L03664,,Business Analytics,Referral,2025/05/19
L03665,Bangalore,AI ml,Instagram,2025/06/28
L03666,Bangalore,Data Analytics,Campus Drive,2025/01/17
L03667,,AI/ML,Linkedin,2025/04/09
L03668,Mumbai,data science,,2025/03/23
L03669,Chennai,AI ml,Instagram,2025/04/14
L03670,Pune,AI ml,Website,2025/06/01
L03671,,Business Analytics,Email Campaign,2025/01/19
L03672,Delhi,AI/ML,Referral,14-06-2025
L03673,,data science,Instagram,2025/03/26
L03674,Mumbai,,LinkedIn,2025/01/08
L03675,Chennai,Data Analytics,LinkedIn,
L03676,Kolkata,AI ml,instagram,2025/01/28
L03677,Mumbai,AI/ML,Email Campaign,2025/01/05
L03678,Ahmedabad,Data Science,Email Campaign,2025/05/25
L03679,Ahmedabad,Data Analytics,Instagram,2025/04/11
L03680,Pune,,Instagram,13-06-2025
L03681,Mumbai,,Campus Drive,2025/04/28
L03682,,Business Analytics,Email Campaign,2025/05/27
L03683,Ahmedabad,AI ml,Email Campaign,2025/03/05
L03684,Hyderabad,data science,Referral,2025/04/01
L03685,Kolkata,Data Science,Campus Drive,2025/04/27
L03686,Hyderabad,AI/ML,LinkedIn,2025/04/08
L03687,Delhi,AI ml,instagram,2025/01/11
L03688,Pune,Business Analytics,Email Campaign,2025/02/23
L03689,Delhi,,instagram,2025/06/22
L03690,Delhi,AI/ML,Website,2025/02/16
L03691,Ahmedabad,,Instagram,2025/05/20
L03692,Mumbai,,Instagram,
L03693,Bangalore,Data Science,Campus Drive,2025/05/29
L03694,Ahmedabad,Data Analytics,Campus Drive,
L03695,,AI/ML,instagram,2025/05/19
L03696,Bangalore,Data Science,instagram,2025/01/05
L03697,Mumbai,data science,Campus Drive,2025/01/20
L03698,Delhi,AI ml,instagram,2025/06/18
L03699,Chennai,,Linkedin,2025/02/15
L03700,Pune,,,12-01-2025
L03701,Mumbai,Data Science,Email Campaign,2025/03/11
L03702,Chennai,data science,Campus Drive,2025/01/17
L03703,Kolkata,AI/ML,LinkedIn,2025/04/25
L03704,Delhi,,,2025/05/27
L03705,Hyderabad,data science,instagram,2025/06/03
L03706,,AI/ML,Email Campaign,
L03707,Chennai,Data Science,Campus Drive,2025/02/17
L03708,Mumbai,,Campus Drive,2025/04/18
L03709,Hyderabad,Business Analytics,LinkedIn,
L03710,Ahmedabad,Business Analytics,Instagram,2025/02/21
L03711,Kolkata,,Referral,06-04-2025
L03712,Kolkata,Data Analytics,Email Campaign,2025/03/11
L03713,Ahmedabad,,,2025/04/12
L03714,Kolkata,,Instagram,2025/03/16
L03715,Hyderabad,,Referral,2025/06/10
L03716,Hyderabad,Data Science,Referral,2025/05/31
L03717,Pune,,,2025/05/23
L03718,Bangalore,,Campus Drive,2025/06/04
L03719,Mumbai,Data Science,Website,2025/06/28
L03720,Chennai,,Website,2025/03/23
L03721,Pune,Business Analytics,Email Campaign,2025/04/02
L03722,Bangalore,Business Analytics,Instagram,28-06-2025
L03723,Hyderabad,AI ml,Instagram,24-06-2025
L03724,Delhi,data science,Instagram,2025/01/04
L03725,Pune,AI ml,instagram,2025/05/15
L03726,,AI ml,Referral,2025/04/19
L03727,Kolkata,,,2025/06/12
L03728,Kolkata,Data Science,Website,2025/02/17
L03729,Hyderabad,,Email Campaign,2025/03/14
L03730,Bangalore,,instagram,2025/03/13
L03731,,data science,Website,2025/04/26
L03732,Mumbai,AI/ML,,2025/06/22
L03733,Pune,AI ml,LinkedIn,2025/03/22
L03734,Ahmedabad,data science,instagram,2025/03/22
L03735,,Data Analytics,Campus Drive,2025/04/23
L03736,,Data Science,,2025/04/06
L03737,Chennai,AI ml,instagram,2025/03/13
L03738,,Data Analytics,Linkedin,2025/05/27
L03739,Kolkata,AI/ML,Website,
L03740,Mumbai,Data Analytics,Email Campaign,04-03-2025
L03741,Hyderabad,,Campus Drive,07-02-2025
L03742,,Business Analytics,Campus Drive,2025/03/08
L03743,Ahmedabad,Data Science,LinkedIn,10-03-2025
L03744,Pune,Data Science,,2025/01/13
L03745,Bangalore,,Instagram,2025/06/24
L03746,Mumbai,data science,Instagram,2025/01/31
L03747,Chennai,AI ml,instagram,2025/04/24
L03748,,AI ml,instagram,2025/01/22
L03749,Kolkata,AI ml,Campus Drive,2025/04/03
L03750,,Data Analytics,Linkedin,2025/06/20
L03751,Delhi,Data Science,Referral,2025/03/08
L03752,Bangalore,data science,Email Campaign,2025/02/23
L03753,Ahmedabad,AI ml,Campus Drive,2025/05/18
L03754,Pune,AI ml,Website,2025/02/11
L03755,Chennai,AI/ML,LinkedIn,05-03-2025
L03756,Hyderabad,AI ml,Linkedin,06-05-2025
L03757,Delhi,AI/ML,Referral,2025/01/21
L03758,Pune,Data Analytics,Email Campaign,2025/06/18
L03759,Mumbai,AI/ML,Email Campaign,2025/06/01
L03760,,AI ml,Campus Drive,2025/02/04
L03761,Hyderabad,Business Analytics,,2025/01/30
L03762,Pune,,instagram,2025/02/26
L03763,Pune,AI ml,Linkedin,16-02-2025
L03764,,Data Science,instagram,2025/06/12
L03765,Delhi,data science,Campus Drive,2025/01/19
L03766,Pune,,,
L03767,Hyderabad,Data Analytics,LinkedIn,2025/04/24
L03768,Bangalore,,Referral,2025/01/08
L03769,Pune,Data Science,LinkedIn,2025/01/26
L03770,Pune,AI ml,Linkedin,2025/04/23
L03771,Pune,data science,,2025/03/12
L03772,Kolkata,Data Science,Website,2025/01/30
L03773,Hyderabad,Data Analytics,Referral,2025/05/15
L03774,Chennai,Data Science,,2025/03/08
L03775,Pune,AI/ML,Email Campaign,2025/03/06
L03776,Mumbai,data science,Website,2025/02/05
L03777,,data science,Email Campaign,2025/01/25
L03778,,,,06-02-2025
L03779,Kolkata,Business Analytics,instagram,2025/01/01
L03780,Ahmedabad,Business Analytics,Campus Drive,2025/05/23
L03781,Mumbai,Business Analytics,Campus Drive,2025/02/06
L03782,Mumbai,Data Analytics,Instagram,2025/05/21
L03783,Hyderabad,Business Analytics,Website,2025/05/16
L03784,Delhi,data science,,13-05-2025
L03785,Bangalore,AI ml,Instagram,2025/05/08
L03786,Hyderabad,data science,LinkedIn,2025/05/07
L03787,Pune,,LinkedIn,2025/01/01
L03788,Kolkata,Data Science,Linkedin,2025/06/13
L03789,,AI/ML,Email Campaign,2025/02/04
L03790,Chennai,AI ml,instagram,2025/04/14
L03791,Kolkata,Business Analytics,Campus Drive,2025/01/23
L03792,Ahmedabad,Business Analytics,Campus Drive,2025/01/09
L03793,,AI ml,Campus Drive,2025/02/03
L03794,Pune,Business Analytics,Email Campaign,2025/06/23
L03795,Kolkata,AI/ML,Campus Drive,2025/05/08
L03796,Hyderabad,,Instagram,2025/01/04
L03797,Ahmedabad,AI ml,Instagram,
L03798,Delhi,AI ml,Linkedin,07-06-2025
L03799,Hyderabad,Business Analytics,LinkedIn,2025/04/12
L03800,Ahmedabad,Data Science,,2025/03/16
L03801,Hyderabad,Data Analytics,Linkedin,2025/04/09
L03802,,AI/ML,Instagram,2025/03/13
L03803,Hyderabad,,Linkedin,2025/01/03
L03804,Bangalore,data science,,2025/05/22
L03805,Pune,Data Science,Campus Drive,22-06-2025
L03806,Chennai,AI/ML,instagram,2025/02/03
L03807,Pune,data science,Campus Drive,2025/02/14
L03808,Chennai,AI/ML,Website,02-03-2025
L03809,Chennai,Data Analytics,Instagram,
L03810,Chennai,Data Analytics,LinkedIn,2025/03/24
L03811,Bangalore,data science,instagram,2025/05/03
L03812,,data science,Email Campaign,2025/04/12
L03813,,,Linkedin,16-01-2025
L03814,Kolkata,Business Analytics,Website,2025/03/07
L03815,Pune,AI ml,Email Campaign,
L03816,Hyderabad,data science,Email Campaign,2025/06/17
L03817,Ahmedabad,Data Analytics,LinkedIn,2025/05/25
L03818,Kolkata,,Instagram,2025/04/29
L03819,Chennai,AI/ML,LinkedIn,2025/06/11
L03820,Chennai,AI ml,,2025/05/04
L03821,,Business Analytics,Email Campaign,2025/05/24
L03822,Mumbai,Data Science,Website,2025/04/12
L03823,Mumbai,AI/ML,instagram,2025/03/07
L03824,Kolkata,AI ml,Instagram,2025/01/13
L03825,Bangalore,,Linkedin,2025/04/21
L03826,Hyderabad,Data Science,instagram,2025/06/08
L03827,Pune,AI ml,Website,2025/02/03
L03828,,AI/ML,Campus Drive,
L03829,Delhi,Data Analytics,instagram,2025/02/08
L03830,Delhi,,Campus Drive,2025/05/16
L03831,,Data Science,Referral,30-04-2025
L03832,Bangalore,data science,Instagram,2025/05/06
L03833,Delhi,Data Analytics,Referral,2025/02/24
L03834,,data science,Campus Drive,2025/01/27
L03835,Pune,data science,Website,2025/04/28
L03836,Chennai,Data Science,,22-02-2025
L03837,Delhi,Business Analytics,Instagram,2025/02/08
L03838,Hyderabad,AI ml,Referral,2025/03/06
L03839,Hyderabad,AI ml,LinkedIn,2025/05/25
L03840,Hyderabad,Business Analytics,Referral,2025/06/07
L03841,Chennai,,Referral,2025/01/13
L03842,,Data Science,Instagram,2025/01/21
L03843,Chennai,AI ml,Campus Drive,2025/05/27
L03844,Chennai,Business Analytics,instagram,22-02-2025
L03845,Chennai,AI/ML,Instagram,2025/01/19
L03846,Kolkata,AI/ML,LinkedIn,2025/02/26
L03847,Mumbai,Business Analytics,Campus Drive,2025/01/25
L03848,Pune,AI ml,LinkedIn,2025/01/31
L03849,Kolkata,data science,LinkedIn,2025/03/22
L03850,Hyderabad,data science,Instagram,23-01-2025
L03851,Bangalore,Business Analytics,LinkedIn,2025/02/01
L03852,,,Website,2025/03/15
L03853,Mumbai,data science,Campus Drive,2025/01/10
L03854,,,Instagram,2025/02/23
L03855,Bangalore,AI/ML,Instagram,2025/02/21
L03856,Bangalore,Data Analytics,instagram,2025/05/28
L03857,Bangalore,Data Science,Referral,2025/06/09
L03858,,Data Analytics,instagram,24-04-2025
L03859,Ahmedabad,,,2025/01/14
L03860,Delhi,data science,Instagram,2025/06/27
L03861,,Data Analytics,Linkedin,05-06-2025
L03862,Delhi,,Campus Drive,20-04-2025
L03863,Delhi,AI ml,,2025/02/22
L03864,Chennai,Data Analytics,LinkedIn,2025/06/01
L03865,Mumbai,AI/ML,,2025/03/20
L03866,,,Linkedin,2025/01/22
L03867,Hyderabad,AI/ML,Email Campaign,2025/01/30
L03868,Hyderabad,Data Analytics,Referral,2025/01/04
L03869,,Business Analytics,Website,28-02-2025
L03870,Kolkata,Business Analytics,Instagram,2025/01/08
L03871,Mumbai,Data Science,Email Campaign,2025/01/12
L03872,Ahmedabad,AI ml,Referral,2025/04/29
L03873,Mumbai,Business Analytics,Linkedin,2025/06/08
L03874,Chennai,AI ml,Instagram,2025/02/03
L03875,Hyderabad,Data Science,Instagram,2025/03/23
L03876,Pune,Data Analytics,instagram,2025/04/08
L03877,Hyderabad,Data Science,Linkedin,2025/05/07
L03878,Kolkata,Data Science,Instagram,2025/03/16
L03879,Ahmedabad,Data Science,,2025/04/15
L03880,Mumbai,AI ml,instagram,2025/02/18
L03881,Bangalore,AI/ML,instagram,2025/03/20
L03882,Hyderabad,AI ml,Linkedin,2025/04/03
L03883,Chennai,AI ml,Linkedin,2025/06/03
L03884,,Data Science,Instagram,2025/01/18
L03885,Chennai,data science,Campus Drive,2025/04/06
L03886,Bangalore,,,
L03887,,Data Analytics,Website,2025/02/07
L03888,,AI/ML,Email Campaign,2025/03/28
L03889,,,Campus Drive,2025/03/29
L03890,Chennai,Data Analytics,Instagram,2025/02/19
L03891,Pune,AI ml,Website,08-01-2025
L03892,,AI/ML,Website,2025/06/18
L03893,Chennai,AI ml,Website,2025/05/14
L03894,Chennai,Data Analytics,Email Campaign,2025/03/10
L03895,Delhi,Business Analytics,,2025/06/21
L03896,Ahmedabad,Data Analytics,instagram,2025/05/01
L03897,Mumbai,Business Analytics,instagram,2025/03/05
L03898,Ahmedabad,AI ml,Instagram,2025/06/06
L03899,Bangalore,Business Analytics,,2025/06/05
L03900,Chennai,data science,Campus Drive,2025/05/19
L03901,Bangalore,Data Analytics,Linkedin,2025/05/01
L03902,Hyderabad,AI ml,Instagram,06-03-2025
L03903,Kolkata,AI ml,Linkedin,2025/04/17
L03904,Bangalore,Business Analytics,,27-05-2025
L03905,Mumbai,data science,Referral,2025/05/17
L03906,Bangalore,AI/ML,instagram,2025/06/04
L03907,Delhi,Business Analytics,LinkedIn,11-06-2025
L03908,,Data Science,Instagram,2025/06/21
L03909,Hyderabad,AI/ML,Email Campaign,2025/04/10
L03910,Delhi,AI ml,,2025/03/23
L03911,Chennai,data science,Instagram,2025/05/23
L03912,Delhi,AI/ML,Instagram,2025/02/20
L03913,Pune,AI/ML,Campus Drive,2025/05/21
L03914,Chennai,AI ml,Email Campaign,2025/03/24
L03915,Kolkata,Data Science,,2025/06/26
L03916,Delhi,Data Science,LinkedIn,2025/04/22
L03917,,Data Science,Referral,2025/02/25
L03918,Kolkata,Data Science,instagram,2025/06/28
L03919,Bangalore,data science,Campus Drive,
L03920,Delhi,Data Science,Email Campaign,14-06-2025
L03921,Hyderabad,data science,Email Campaign,2025/05/25
L03922,Ahmedabad,data science,Campus Drive,2025/06/06
L03923,Bangalore,,Campus Drive,2025/06/10
L03924,,AI ml,,2025/03/01
L03925,Pune,,Instagram,2025/04/30
L03926,Hyderabad,Data Science,Referral,2025/05/18
L03927,Hyderabad,data science,,2025/06/24
L03928,Kolkata,AI/ML,,2025/01/23
L03929,Ahmedabad,Business Analytics,,2025/05/29
L03930,,Business Analytics,LinkedIn,2025/01/13
L03931,Kolkata,,instagram,2025/04/11
L03932,Ahmedabad,Data Science,Linkedin,2025/06/10
L03933,Delhi,Data Analytics,Instagram,2025/01/24
L03934,Pune,Business Analytics,LinkedIn,2025/04/18
L03935,Bangalore,AI ml,Instagram,2025/01/11
L03936,Hyderabad,AI ml,,2025/01/17
L03937,,data science,Referral,2025/06/24
L03938,Kolkata,AI ml,Campus Drive,2025/01/25
L03939,Pune,data science,Linkedin,2025/04/04
L03940,Bangalore,Business Analytics,Website,21-01-2025
L03941,Pune,AI/ML,Linkedin,2025/03/25
L03942,Hyderabad,Business Analytics,Website,2025/05/20
L03943,Delhi,,Email Campaign,2025/02/06
L03944,,AI ml,Campus Drive,11-02-2025
L03945,Ahmedabad,Data Science,Linkedin,2025/05/25
L03946,,Data Science,instagram,2025/04/11
L03947,,data science,Referral,2025/02/17
L03948,Ahmedabad,Business Analytics,Website,
L03949,Kolkata,Data Analytics,Referral,2025/04/13
L03950,Delhi,,Campus Drive,2025/01/28
L03951,Ahmedabad,data science,Linkedin,10-02-2025
L03952,Delhi,Business Analytics,Referral,2025/04/09
L03953,Pune,,Referral,2025/02/16
L03954,,Data Analytics,LinkedIn,2025/05/26
L03955,,data science,,15-04-2025
L03956,Hyderabad,AI ml,Email Campaign,2025/05/04
L03957,,,Instagram,2025/01/13
L03958,Pune,data science,Website,2025/05/21
L03959,Hyderabad,,Campus Drive,2025/04/10
L03960,Delhi,,LinkedIn,2025/01/31
L03961,Chennai,AI ml,Campus Drive,
L03962,Ahmedabad,data science,LinkedIn,2025/05/10
L03963,Bangalore,Data Science,Email Campaign,2025/01/16
L03964,Delhi,AI ml,,2025/05/17
L03965,Pune,Data Analytics,Instagram,2025/03/14
L03966,Delhi,data science,Referral,2025/06/15
L03967,Bangalore,Data Science,,23-02-2025
L03968,Pune,AI/ML,instagram,2025/04/10
L03969,,Business Analytics,Email Campaign,2025/04/19
L03970,Delhi,data science,instagram,28-03-2025
L03971,Ahmedabad,Data Science,,2025/06/22
L03972,Kolkata,data science,Website,2025/06/11
L03973,,data science,Linkedin,2025/05/17
L03974,,data science,Instagram,2025/01/08
L03975,Chennai,AI ml,Email Campaign,2025/01/07
L03976,Kolkata,,,2025/02/05
L03977,Mumbai,AI/ML,Instagram,2025/01/18
L03978,Kolkata,Data Analytics,Referral,2025/01/03
L03979,Chennai,Data Analytics,Linkedin,2025/01/28
L03980,,data science,Email Campaign,2025/03/11
L03981,Bangalore,Data Science,Email Campaign,2025/06/21
L03982,Chennai,AI ml,Website,2025/05/29
L03983,,data science,Linkedin,2025/01/28
L03984,Hyderabad,,Instagram,23-02-2025
L03985,,,Campus Drive,2025/03/06
L03986,Mumbai,data science,Linkedin,10-04-2025
L03987,Chennai,Data Analytics,Email Campaign,2025/01/21
L03988,Ahmedabad,,,2025/01/13
L03989,Mumbai,Business Analytics,Instagram,2025/02/26
L03990,Hyderabad,Data Science,LinkedIn,2025/02/18
L03991,Pune,Data Science,Instagram,2025/04/28
L03992,Ahmedabad,,Campus Drive,2025/02/23
L03993,Pune,Data Analytics,,2025/05/18
L03994,Ahmedabad,AI ml,Campus Drive,2025/02/22
L03995,Mumbai,data science,,2025/02/13
L03996,Ahmedabad,Business Analytics,Email Campaign,2025/02/16
L03997,Mumbai,Business Analytics,Referral,2025/02/22
L03998,Bangalore,data science,Campus Drive,2025/03/15
L03999,Pune,AI ml,LinkedIn,2025/02/15
L04000,Delhi,Business Analytics,Linkedin,2025/01/13
L04001,Hyderabad,AI/ML,Website,2025/06/14
L04002,Ahmedabad,,Instagram,2025/04/12
L04003,Mumbai,Business Analytics,instagram,2025/01/24
L04004,Hyderabad,AI ml,Linkedin,2025/01/02
L04005,,,instagram,22-03-2025
L04006,Kolkata,Data Analytics,Campus Drive,2025/04/10
L04007,Ahmedabad,Data Analytics,Linkedin,2025/05/22
L04008,Chennai,data science,Campus Drive,
L04009,,Data Analytics,Referral,2025/05/18
L04010,Delhi,AI/ML,Linkedin,2025/06/12
L04011,Bangalore,Data Analytics,LinkedIn,2025/06/02
L04012,Mumbai,,Linkedin,2025/05/11
L04013,Mumbai,Data Science,Referral,2025/04/21
L04014,Kolkata,Data Science,Referral,2025/04/12
L04015,Kolkata,,instagram,
L04016,Delhi,Data Science,Campus Drive,2025/01/17
L04017,Ahmedabad,Business Analytics,Website,2025/01/12
L04018,Pune,Data Science,Email Campaign,2025/04/26
L04019,Kolkata,AI ml,Email Campaign,2025/01/24
L04020,,AI/ML,Email Campaign,2025/01/29
L04021,Kolkata,Data Analytics,instagram,2025/06/20
L04022,Chennai,Data Science,Campus Drive,02-06-2025
L04023,,Data Science,Website,02-05-2025
L04024,Pune,AI ml,Website,2025/03/31
L04025,Chennai,data science,Website,2025/03/06
L04026,Chennai,AI/ML,LinkedIn,2025/03/25
L04027,Delhi,data science,Email Campaign,2025/04/29
L04028,Kolkata,AI/ML,Instagram,05-06-2025
L04029,Hyderabad,Data Science,Email Campaign,2025/01/16
L04030,,Business Analytics,Linkedin,2025/06/24
L04031,Bangalore,Data Science,Email Campaign,2025/04/14
L04032,Hyderabad,Business Analytics,LinkedIn,2025/04/02
L04033,,data science,instagram,2025/01/27
L04034,Bangalore,AI ml,Website,19-06-2025
L04035,Ahmedabad,Data Analytics,,2025/06/24
L04036,Pune,,Linkedin,2025/06/11
L04037,Delhi,Data Analytics,Email Campaign,2025/06/14
L04038,Hyderabad,Data Science,Instagram,2025/05/14
L04039,Kolkata,Data Science,LinkedIn,15-05-2025
L04040,Pune,Business Analytics,Linkedin,2025/06/02
L04041,Chennai,AI/ML,Email Campaign,2025/02/02
L04042,,data science,Instagram,2025/02/24
L04043,,data science,,2025/01/07
L04044,Delhi,data science,Linkedin,2025/02/26
L04045,Chennai,Business Analytics,LinkedIn,2025/05/06
L04046,Pune,AI/ML,Referral,2025/01/12
L04047,,AI/ML,Website,2025/01/16
L04048,,AI ml,Instagram,12-02-2025
L04049,Chennai,AI/ML,instagram,2025/04/27
L04050,,AI/ML,,2025/05/15
L04051,Pune,Data Science,instagram,2025/04/21
L04052,Kolkata,,Website,2025/02/20
L04053,Mumbai,data science,Email Campaign,2025/06/09
L04054,Ahmedabad,,Website,16-03-2025
L04055,Ahmedabad,Data Analytics,Campus Drive,2025/01/08
L04056,Chennai,Data Analytics,Instagram,2025/02/14
L04057,Chennai,Data Analytics,LinkedIn,2025/02/28
L04058,Ahmedabad,Business Analytics,Instagram,2025/05/12
L04059,Hyderabad,Data Analytics,LinkedIn,2025/04/14
L04060,Kolkata,data science,Campus Drive,2025/06/06
L04061,Ahmedabad,AI ml,Email Campaign,2025/06/06
L04062,Ahmedabad,Data Analytics,Linkedin,2025/04/08
L04063,,Data Analytics,,
L04064,Chennai,AI ml,instagram,2025/06/05
L04065,,Data Science,Campus Drive,2025/03/20
L04066,,Data Analytics,instagram,2025/05/04
L04067,Chennai,AI ml,Instagram,2025/06/21
L04068,Ahmedabad,,Email Campaign,2025/01/04
L04069,Delhi,Data Science,Instagram,2025/03/31
L04070,Mumbai,AI/ML,Linkedin,
L04071,Chennai,Business Analytics,Campus Drive,2025/04/14
L04072,Mumbai,Data Science,Linkedin,2025/05/17
L04073,Bangalore,Data Science,Linkedin,2025/04/29
L04074,Kolkata,,LinkedIn,2025/05/13
L04075,Ahmedabad,AI ml,Email Campaign,2025/02/25
L04076,,data science,Campus Drive,2025/04/06
L04077,Hyderabad,data science,Website,2025/06/27
L04078,,Data Analytics,,2025/03/16
L04079,,AI/ML,,2025/05/23
L04080,Mumbai,AI ml,LinkedIn,01-02-2025
L04081,,,Referral,2025/01/28
L04082,Delhi,AI ml,instagram,2025/01/22
L04083,Bangalore,AI ml,,2025/01/17
L04084,,,Linkedin,2025/02/28
L04085,,Data Science,Campus Drive,2025/03/31
L04086,Delhi,AI/ML,Website,
L04087,Ahmedabad,AI ml,Instagram,2025/04/16
L04088,Chennai,,Instagram,2025/01/26
L04089,Mumbai,data science,,2025/01/25
L04090,Mumbai,Business Analytics,Campus Drive,2025/05/18
L04091,Kolkata,AI ml,Linkedin,2025/02/14
L04092,Kolkata,Business Analytics,Campus Drive,2025/03/24
L04093,Kolkata,,Email Campaign,2025/01/11
L04094,Mumbai,Data Science,Campus Drive,2025/04/14
L04095,Chennai,AI ml,LinkedIn,2025/03/09
L04096,Ahmedabad,Business Analytics,Instagram,2025/04/05
L04097,Bangalore,Data Science,Linkedin,2025/06/05
L04098,Bangalore,Data Analytics,Email Campaign,2025/03/06
L04099,Delhi,Data Analytics,Instagram,2025/02/18
L04100,Pune,AI ml,Referral,2025/06/24
L04101,Hyderabad,Data Science,Website,2025/02/21
L04102,Chennai,,LinkedIn,2025/04/12
L04103,Pune,Data Analytics,Website,2025/02/26
L04104,,data science,LinkedIn,
L04105,Kolkata,AI ml,LinkedIn,2025/02/16
L04106,,AI ml,Instagram,2025/06/08
L04107,Bangalore,Data Analytics,Website,
